unigram_bucket,count,avg_oracle_depth,avg_dynamic_exit_layer,oracle_early_rate,agreement_rate,avg_confidence
high,8687,3.990330378726833,7.875676297916427,0.8109819270173823,1.0,0.9983716855955382
medium,164,4.463414634146342,8.0,0.725609756097561,1.0,1.0
very_high,56685,3.281220781511864,7.805451177560201,0.8775337390844139,1.0,0.9981790559847246
