step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
3000,5.434870422889374,5.460103050453373,0.02523262756399891,2.549375,2.5649562549591063,0.36265625,4.0,326.32,625,2,0.59875,1.0,1.0,1.0,0.11529327824711799,0.9595468604564666,0.4862548146107462,0.635298387122902,0.337211242098591,11.750306666605562,12.587693333383262,0.19675333339061277,1.9499520063400269,6.90393602848053,12.587693333383262,122.78251666551417,116.04586666726391,0.9334757652097463,325397.1868807115
