step,ppl,full_ppl,average_compute,expected_compute,average_active_layers,average_width,unique_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,collapse_warning
0,68.71962551207001,68.61265556627039,1.59765625,1.4805628061294556,3.71875,204.5,12,0.28125,0.59375,0.875,1.0,1.6052615642547607,0.2230115830898285,
100,12.749537969533153,12.761267587856127,3.484375,3.197144031524658,4.0,446.0,2,0.96875,1.0,1.0,1.0,0.705394446849823,0.6737183332443237,single_path
200,11.458227912816728,11.461490211311949,3.0625,3.1493868827819824,4.0,392.0,2,0.875,1.0,1.0,1.0,0.5177872180938721,0.7930165529251099,
300,10.859813397974282,10.869312077378861,2.5,2.3977341651916504,4.0,320.0,1,1.0,1.0,1.0,1.0,0.29166826605796814,0.8791066408157349,single_path
400,10.546549252146482,10.581924505900536,2.125,2.2619152069091797,4.0,272.0,3,0.84375,1.0,1.0,1.0,0.23860175907611847,0.888176679611206,
500,9.940501856093476,9.947576453353502,2.015625,2.0899460315704346,4.0,258.0,2,0.96875,1.0,1.0,1.0,0.13073551654815674,0.9550029635429382,single_path
