step,baseline_ppl,dynamic_ppl,delta_ppl,average_compute,expected_compute,compute_saving,average_active_layers,skip_fraction,average_width,theoretical_paths,observed_paths,top1_coverage,top4_coverage,top8_coverage,top16_coverage,router_entropy,router_confidence,average_route_entropy,high_frequency_route_entropy,low_frequency_route_entropy,baseline_latency_ms,dynamic_latency_ms,router_overhead_ms,attention_latency_ms,mlp_latency_ms,prefill_latency_ms,decode_latency_ms,baseline_decode_latency_ms,speedup,tokens_per_second
500,9.889195913085278,9.880131308213999,-0.009064604871278803,2.021354166666667,2.092636807759603,0.4946614583333333,4.0,0.0,258.73333333333335,625,3,0.9666666666666667,1.0,1.0,1.0,0.1276804621020953,0.9574398636817932,0.14096653141025478,0.14138280824626356,0.14053424392670721,11.772393999854103,15.136112000036519,0.19617399986600503,1.9657920002937317,7.651808023452759,15.136112000036519,160.39796999975806,146.6889400006039,0.7777686898607581,270611.10541400046
