checkpoint,iter,final_ce,perplexity,mean_active_channels,mean_active_ratio,median_active_channels,std_active_channels,min_active_channels,max_active_channels,gate_entropy,fraction_gate_gt_0_5,fraction_gate_gt_0_9,fraction_gate_lt_0_1,p10_width,p25_width,p50_width,p75_width,p90_width,mean_channel_usage_rate,std_channel_usage_rate,min_channel_usage_rate,max_channel_usage_rate,hist_0-64,hist_65-128,hist_129-192,hist_193-256,hist_257-320,hist_321-384,hist_385-448,hist_449-512
ckpt.pt,1000,2.061241552233696,7.8557170412580595,183.96798706054688,0.3593124747276306,181.0,37.6070442199707,95.0,322.0,262.12744140625,0.3593124747276306,0.03911204636096954,0.14395007491111755,136.0,154.0,181.0,213.0,232.0,0.3593124747276306,0.10460486263036728,0.1295623779296875,0.7307891845703125,0.0,0.05115509033203125,0.5386886596679688,0.37558746337890625,0.0345611572265625,7.62939453125e-06,0.0,0.0
